"","name","itemLevel","upgradeLvl","bind","hand","type","damageLow","damageHigh","speed","dps","orOption","agility","critStrike","haste","intellect","mastery","stamina","strength","versatility","durability","reqLvl","sellPriceGold","sellPriceSilver","sellPriceCopper","side","expansion","patchNum"
"9141","Cold-Touched Decapitator","187",NA,"Binds when picked up","Two-Hand","Axe","104","217","3.60","44.62",NA,NA,NA,NA,NA,NA,"37","25",NA,"85",NA,"11","73","76",NA,"Legion","7.0.3"
"9142","Trophy Gatherer","187",NA,"Binds when picked up","Ranged","Bow","123","167","3.00","48.38",NA,"27","18","17",NA,NA,"40",NA,NA,"100",NA,"14","64","35",NA,"Warlords of Draenor","6.2.0"
"9143","Jeweled Coronation Sword","187",NA,"Binds when picked up","One-Hand","Sword","36","61","2.60","18.77",NA,NA,"7","8","159",NA,"17",NA,NA,"90",NA,"10","92","42",NA,"Warlords of Draenor","6.2.0"
"9144","Ymiron's Blade","187",NA,"Binds when picked up","One-Hand","Sword","73","122","2.60","37.55",NA,"12","15",NA,NA,NA,"17",NA,NA,"90",NA,"11","38","43",NA,"Warlords of Draenor","6.2.0"
"9145","Cold-Touched Sword","187",NA,"Binds when picked up","One-Hand","Sword","33","56","2.60","17.26",NA,NA,NA,NA,"144",NA,"16",NA,NA,"75",NA,"9","1","33",NA,"Legion","7.0.3"
"9146","Cold-Touched Staff","187",NA,"Binds when picked up","Two-Hand","Staff","136","184","3.60","44.49",NA,"25",NA,NA,NA,NA,"37",NA,NA,"85",NA,"11","90","86",NA,"Legion","7.0.3"
"9147","Cold-Touched Ripper","187",NA,"Binds when picked up","One-Hand","Fist Weapon","74","106","2.60","34.66",NA,"11",NA,NA,NA,NA,"16",NA,NA,"65",NA,"9","45","90",NA,"Legion","7.0.3"
"9148","Ritualistic Athame","187",NA,"Binds when picked up","One-Hand","Dagger","50","85","1.80","37.70",NA,"12",NA,"15",NA,NA,"17",NA,NA,"65",NA,"11","50","93",NA,"Warlords of Draenor","6.2.0"
"9149","Cold-Touched Shanker","187",NA,"Binds when picked up","One-Hand","Dagger","46","78","1.80","34.65",NA,"11",NA,NA,NA,NA,"16",NA,NA,"55",NA,"9","42","45",NA,"Legion","7.0.3"
"9150","Cold-Touched Mageblade","187",NA,"Binds when picked up","One-Hand","Dagger","23","39","1.80","17.32",NA,NA,NA,NA,"144",NA,"16",NA,NA,NA,NA,"8","97","88",NA,"Legion","7.0.3"
"9151","Brazier Igniter","187",NA,"Binds when picked up","Ranged","Wand","28","47","2.00","18.79",NA,NA,NA,NA,"159",NA,"17",NA,"15","90",NA,"14","43","83",NA,"Warlords of Draenor","6.2.0"
"9152","Cold-Touched Wand","187",NA,"Binds when picked up","Ranged","Wand","25","43","2.00","17.24",NA,NA,NA,NA,"144",NA,"16",NA,NA,"75",NA,"11","35","15",NA,"Legion","7.0.3"
"9153","Cold-Touched Hacker","187",NA,"Binds when picked up","One-Hand","Axe","58","122","2.60","34.71",NA,NA,NA,NA,NA,NA,"16","11",NA,"75",NA,"8","87","46",NA,"Legion","7.0.3"
"9154","Cold-Touched Rifle","187",NA,"Binds when picked up","Ranged","Gun","93","174","3.00","44.59",NA,"25",NA,NA,NA,NA,"37",NA,NA,"85",NA,"11","86","56",NA,"Legion","7.0.3"
"9155","Witch Doctor's Wildstaff","179",NA,"Binds when picked up","Two-Hand","Staff","144","196","3.60","47.33",NA,"26",NA,"17",NA,NA,"39",NA,"18","100",NA,"13","33","32",NA,"Warlords of Draenor","6.2.0"
"9156","Drakkari Hunting Bow","179",NA,"Binds when picked up","Ranged","Bow","120","163","3.00","47.28",NA,"26",NA,"35",NA,NA,"39",NA,NA,"100",NA,"13","62","96",NA,"Warlords of Draenor","6.2.0"
"9157","Frozen Scepter of Necromancy","179",NA,"Binds when picked up","One-Hand","Mace","41","54","2.60","18.43",NA,NA,"15",NA,"152",NA,"17",NA,NA,"90",NA,"10","78","51",NA,"Warlords of Draenor","6.2.0"
"9158","Razor-Sharp Ice Shards","174",NA,"Binds when picked up","Thrown","Thrown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65",NA,"3","46","29",NA,"Wrath of the Lich King","3.0.2"
"9159","Sharpened Hyldnir Harpoon","174",NA,"Binds when picked up","Thrown","Thrown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55",NA,"3","46","29",NA,"Wrath of the Lich King","3.0.1"
"9160","Fleshwerk Throwing Glaive","174",NA,"Binds when picked up","Thrown","Thrown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55",NA,"3","46","29",NA,"Wrath of the Lich King","3.0.2"
"9161","Deadly Razordarts","174",NA,"Binds when picked up","Thrown","Thrown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55",NA,"3","46","29",NA,"Wrath of the Lich King","3.0.2"
"9162","Weighted Throwing Axe","174",NA,"Binds when picked up","Thrown","Thrown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65",NA,"3","46","29",NA,"Wrath of the Lich King","3.0.2"
"9163","Blade of Nadox","167",NA,"Binds when picked up","One-Hand","Dagger","49","82","1.80","36.45",NA,"11","15",NA,NA,NA,"17",NA,NA,"65",NA,"10","35","14",NA,"Warlords of Draenor","6.2.0"
"9164","Dorian's Prybar","162",NA,"Binds when picked up","Thrown","Thrown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65",NA,"3","46","29",NA,"Wrath of the Lich King","3.0.1"
"9165","Glacier Sharpened Vileblade","159",NA,"Binds when picked up","One-Hand","Dagger","45","75","1.80","33.39",NA,"10",NA,"13",NA,NA,"15",NA,NA,"65",NA,"9","73","47",NA,"Warlords of Draenor","6.2.0"
"9166","Drakonid Arm Blade","159",NA,"Binds when picked up","One-Hand","Fist Weapon","71","102","2.60","33.43",NA,NA,"13",NA,NA,NA,"15",NA,NA,"65",NA,"10","21","1",NA,"Warlords of Draenor","6.2.0"
"9167","Wand of Shimmering Scales","159",NA,"Binds when picked up","Ranged","Wand","25","42","2.00","16.78",NA,NA,NA,"13","137",NA,"15",NA,NA,"90",NA,"11","76","17",NA,"Warlords of Draenor","6.2.0"
"9168","Condor-Bone Star","138",NA,"Binds when picked up","Thrown","Thrown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55",NA,"3","46","29",NA,"Wrath of the Lich King","3.0.1"
"9169","Crystalline Star","138",NA,"Binds when picked up","Thrown","Thrown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55",NA,"3","46","29",NA,"Wrath of the Lich King","3.0.1"
"9170","Lightsworn Hammer","115",NA,"Binds when picked up","One-Hand","Mace","36","47","2.60","16.02",NA,NA,NA,"13","130",NA,"14",NA,NA,"90",NA,"7","79","93",NA,"Warlords of Draenor","6.2.0"
"9171","Bleeding Hollow Warhammer","115",NA,"Binds when picked up","One-Hand","Mace","36","47","2.60","16.02",NA,NA,"13",NA,"130",NA,"14",NA,NA,"90",NA,"7","52","7",NA,"Warlords of Draenor","6.2.0"
"9172","Warmaul of Infused Light","115",NA,"Binds when picked up","Two-Hand","Mace","129","166","3.60","41.02",NA,NA,"14","16",NA,NA,"34","23",NA,"100",NA,"9","89","65",NA,"Warlords of Draenor","6.2.0"
"9173","Scepter of Sha'tar","115",NA,"Binds when picked up","Two-Hand","Mace","129","166","3.60","41.02",NA,NA,"14","16",NA,NA,"34","23",NA,"100",NA,"9","79","22",NA,"Warlords of Draenor","6.2.0"
"9174","Inuuro's Blade","115",NA,"Binds when picked up","One-Hand","Sword","62","104","2.60","31.96",NA,NA,"7","5",NA,NA,"14",NA,NA,"90",NA,"7","62","17",NA,"The Burning Crusade","2.4.0"
"9175","Phosphorescent Blade","115",NA,"Binds when picked up","One-Hand","Sword","62","104","2.60","31.96",NA,NA,"13",NA,NA,NA,"14",NA,NA,"90",NA,"7","35","15",NA,"Warlords of Draenor","6.2.0"
"9176","Warp-Storm Warblade","115",NA,"Binds when picked up","One-Hand","Sword","62","104","2.60","31.96",NA,NA,"6",NA,NA,NA,"14","9","6","90",NA,"7","97","46",NA,"Warlords of Draenor","6.2.0"
"9177","Latro's Shifting Sword","115",NA,"Binds when picked up","One-Hand","Sword","62","104","2.60","31.96",NA,"9",NA,"13",NA,NA,"14",NA,NA,"90",NA,"7","37","90",NA,"Warlords of Draenor","6.2.0"
"9178","Grand Scepter of the Nexus-Kings","115",NA,"Binds when picked up","Two-Hand","Staff","62","85","3.60","20.53",NA,NA,"30",NA,"146",NA,"34",NA,NA,"100",NA,"9","82","76",NA,"Warlords of Draenor","6.2.0"
"9179","Bloodfire Greatstaff","115",NA,"Binds when picked up","Two-Hand","Staff","62","85","3.60","20.53",NA,NA,"30",NA,"146",NA,"34",NA,NA,"100",NA,"9","18","84",NA,"Warlords of Draenor","6.2.0"
"9180","Demonblood Eviscerator","115",NA,"Binds when picked up","One-Hand","Fist Weapon","68","97","2.60","31.81",NA,NA,"13",NA,NA,NA,"14",NA,NA,"65",NA,"7","65","85",NA,"Warlords of Draenor","6.2.0"
"9181","Reflex Blades","115",NA,"Binds when picked up","One-Hand","Fist Weapon","68","97","2.60","31.81",NA,NA,"13",NA,NA,NA,"14",NA,NA,"65",NA,"7","88","89",NA,"Warlords of Draenor","6.2.0"
"9182","Hungering Spineripper","115",NA,"Binds when picked up","One-Hand","Dagger","43","72","1.80","31.96",NA,"9","13",NA,NA,NA,"14",NA,NA,"65",NA,"7","69","14",NA,"Warlords of Draenor","6.2.0"
"9183","Starlight Dagger","115",NA,"Binds when picked up","One-Hand","Dagger","21","36","1.80","15.98",NA,NA,"13",NA,"130",NA,"14",NA,NA,"65",NA,"7","66","23",NA,"Warlords of Draenor","6.2.0"
"9184","Twinblade of Mastery","115",NA,"Binds when picked up","One-Hand","Dagger","43","72","1.80","31.96",NA,"9","6","6",NA,NA,"14",NA,NA,"65",NA,"7","94","71",NA,"Warlords of Draenor","6.2.0"
"9185","Axe of the Nexus-Kings","115",NA,"Binds when picked up","Two-Hand","Axe","96","200","3.60","41.12",NA,NA,"30",NA,NA,NA,"34","23",NA,"100",NA,"9","39","80",NA,"Warlords of Draenor","6.2.0"
"9186","Nexus Torch","115",NA,"Binds when picked up","Ranged","Wand","23","40","2.00","15.98",NA,NA,"13",NA,"130",NA,"14",NA,NA,"90",NA,"9","11","47",NA,"Warlords of Draenor","6.2.0"
"9187","Nether Core's Control Rod","115",NA,"Binds when picked up","Ranged","Wand","23","40","2.00","15.98",NA,NA,"13",NA,"130",NA,"14",NA,NA,"90",NA,"9","72","5",NA,"Warlords of Draenor","6.2.0"
"9188","Starbolt Longbow","115",NA,"Binds when picked up","Ranged","Bow","104","142","3.00","41.12",NA,"23","30",NA,NA,NA,"34",NA,NA,"100",NA,"10",NA,"47",NA,"Warlords of Draenor","6.2.0"
"9189","Emberhawk Crossbow","115",NA,"Binds when picked up","Ranged","Crossbow","98","148","3.00","41.09",NA,"23","30",NA,NA,NA,"34",NA,NA,"100",NA,"6","89","64",NA,"Warlords of Draenor","6.2.0"
"9190","Melmorta's Twilight Longbow","112",NA,"Binds when picked up","Ranged","Bow","99","134","3.00","38.84",NA,"22",NA,"29",NA,NA,"32",NA,NA,"100",NA,"9","28","98",NA,"Warlords of Draenor","6.2.0"
"9191","Millennium Blade","112",NA,"Binds when picked up","One-Hand","Sword","58","98","2.60","30.16",NA,NA,NA,NA,NA,NA,"14","9","13","90",NA,"7","85","16",NA,"Warlords of Draenor","6.2.0"
"9192","Epoch-Mender","112",NA,"Binds when picked up","Two-Hand","Staff","59","80","3.60","19.36",NA,NA,NA,NA,"139",NA,"32",NA,"29","100",NA,"9","49","72",NA,"Warlords of Draenor","6.2.0"
"9193","Runesong Dagger","112",NA,"Binds when picked up","One-Hand","Dagger","20","34","1.80","15.10",NA,NA,"13",NA,"130",NA,"14",NA,NA,"65",NA,"7","18","3",NA,"Warlords of Draenor","6.2.0"
"9194","Skyfire Hawk-Bow","112",NA,"Binds when picked up","Ranged","Bow","99","134","3.00","38.84",NA,"22","29",NA,NA,NA,"32",NA,NA,"100",NA,"9","21","75",NA,"Warlords of Draenor","6.2.0"
"9195","Firemaul of Destruction","112",NA,"Binds when picked up","Two-Hand","Mace","122","157","3.60","38.80",NA,NA,"29",NA,NA,NA,"32","22",NA,"100",NA,"9","14","90",NA,"Warlords of Draenor","6.2.0"
"9196","Scout's Throwing Knives","109",NA,"Binds when picked up","Thrown","Thrown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","54",NA,"The Burning Crusade","2.1.0"
"9197","Mark V's Throwing Star","108",NA,"Binds when picked up","Thrown","Thrown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55",NA,"3","46","29",NA,"The Burning Crusade","2.1.0"
"9198","Vanguard Shanker","105",NA,"Binds when picked up","One-Hand","Dagger","35","59","1.80","26.30",NA,"8",NA,NA,NA,NA,"12",NA,NA,NA,NA,"5","96","31",NA,"Legion","7.0.3"
"9199","Vanguard Decapitator","105",NA,"Binds when picked up","Two-Hand","Axe","79","165","3.60","33.97",NA,NA,NA,NA,NA,NA,"28","19",NA,"85",NA,"7","34","41",NA,"Legion","7.0.3"
"9200","Vanguard Gavel","105",NA,"Binds when picked up","One-Hand","Mace","30","39","2.60","13.28",NA,NA,NA,NA,"108",NA,"12",NA,NA,"75",NA,"6","11","66",NA,"Legion","7.0.3"
"9201","Quantum Blade","105",NA,"Binds when picked up","Two-Hand","Sword","104","174","3.60","38.69",NA,NA,"29",NA,NA,NA,"32","22",NA,"100",NA,"8","93","21",NA,"Warlords of Draenor","6.2.0"
"9202","Vanguard Cleaver","105",NA,"Binds when picked up","One-Hand","Axe","44","93","2.60","26.47",NA,"8",NA,NA,NA,NA,"12",NA,NA,"75",NA,"5","89","74",NA,"Legion","7.0.3"
"9203","The Bladefist","105",NA,"Binds when picked up","One-Hand","Fist Weapon","64","92","2.60","30.11",NA,NA,NA,NA,NA,NA,"14",NA,NA,"65",NA,"7","6","33",NA,"Warlords of Draenor","6.2.0"
"9204","Vileblade of the Betrayer","105",NA,"Binds when picked up","One-Hand","Dagger","40","68","1.80","30.18",NA,"9",NA,"13",NA,NA,"14",NA,NA,"65",NA,"11","22","56",NA,"Warlords of Draenor","6.2.0"
"9205","Vanguard Hatchet","105",NA,"Binds when picked up","One-Hand","Axe","22","46","2.60","13.14",NA,NA,NA,NA,"108",NA,"12",NA,NA,NA,NA,"6","7","30",NA,"Legion","7.0.3"
"9206","Vanguard Heavy Crossbow","105",NA,"Binds when picked up","Ranged","Crossbow","81","122","3.00","33.94",NA,"19",NA,NA,NA,NA,"28",NA,NA,"85",NA,"5","3","66",NA,"Legion","7.0.3"
"9207","Vanguard Baton of Light","105",NA,"Binds when picked up","Ranged","Wand","19","33","2.00","13.21",NA,NA,NA,NA,"108",NA,"12",NA,NA,"75",NA,"7","70","10",NA,"Legion","7.0.3"
"9208","Vanguard Hacker","105",NA,"Binds when picked up","One-Hand","Axe","44","93","2.60","26.47",NA,NA,NA,NA,NA,NA,"12","8",NA,"75",NA,"6","2","82",NA,"Legion","7.0.3"
"9209","Vanguard Staff","105",NA,"Binds when picked up","Two-Hand","Staff","104","141","3.60","34.04",NA,"19",NA,NA,NA,NA,"28",NA,NA,NA,NA,"7","48","15",NA,"Legion","7.0.3"
"9210","Fitz's Throwing Axe","103",NA,"Binds when picked up","Thrown","Thrown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65",NA,NA,"99","54",NA,"The Burning Crusade","2.1.0"
"9211","Draconic Femur","100",NA,NA,"One-Hand","Mace","54","101","5.00","15.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","55","41",NA,"Legion","7.0.3"
"9212","Improvised Weapon","100",NA,NA,"One-Hand","Mace","54","101","5.00","15.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","55","41",NA,"Legion","7.0.3"
"9213","Barbless Trident","100",NA,NA,"Two-Hand","Polearm","79","120","5.00","19.97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","55","41",NA,"Legion","7.0.3"
"9214","Fel-Tipped Claw","100",NA,NA,"One-Hand","Fist Weapon","54","101","5.00","15.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","55","41",NA,"Legion","7.0.3"
"9215","Scimitar of the Nexus-Stalkers","97",NA,"Binds when picked up","One-Hand","Sword","55","93","2.60","28.62",NA,"9","12",NA,NA,NA,"13",NA,NA,"90",NA,"6","63","29",NA,"Warlords of Draenor","6.2.0"
"9216","Shaarde the Greater","97",NA,"Binds when picked up","Two-Hand","Sword","99","166","3.60","36.87",NA,NA,"27",NA,NA,NA,"31","21",NA,"100",NA,"8","13","52",NA,"Warlords of Draenor","6.2.0"
"9217","Staff of Polarities","97",NA,"Binds when picked up","Two-Hand","Staff","56","76","3.60","18.39",NA,NA,"27",NA,"132",NA,"31",NA,NA,"100",NA,"8","25","97",NA,"Warlords of Draenor","6.2.0"
"9218","Creepjacker","97",NA,"Binds when picked up","One-Hand","Fist Weapon","61","87","2.60","28.54",NA,NA,"12",NA,NA,NA,"13",NA,NA,"65",NA,"6","48","31",NA,"Warlords of Draenor","6.2.0"
"9219","Voidfire Wand","97",NA,"Binds when picked up","Ranged","Wand","21","36","2.00","14.37",NA,NA,"12",NA,"123",NA,"13",NA,NA,"90",NA,"8","85","87",NA,"Warlords of Draenor","6.2.0"
"9220","Ethereal Warp-Bow","97",NA,"Binds when picked up","Ranged","Bow","93","127","3.00","36.83",NA,"21","27",NA,NA,NA,"31",NA,NA,"100",NA,"8","32","24",NA,"Warlords of Draenor","6.2.0"
"9221","Balanced Stone Dirk","93",NA,"Binds when picked up","Thrown","Thrown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55",NA,"3",NA,NA,NA,"The Burning Crusade","2.0.1"
"9222","Brianium Dagger","93",NA,"Binds when picked up","One-Hand","Dagger","15","26","1.80","11.49",NA,NA,"7",NA,"87",NA,"14",NA,NA,NA,NA,"5","74","52",NA,"Warlords of Draenor","6.0.1"
"9223","Spellfire Longsword","91",NA,"Binds when picked up","One-Hand","Sword","26","44","2.60","13.55",NA,NA,"11",NA,"116",NA,"13",NA,NA,"90",NA,"6","77","79",NA,"Warlords of Draenor","6.2.0"
"9224","Wastewalker Shiv","91",NA,"Binds when picked up","One-Hand","Dagger","36","61","1.80","27.13",NA,"8","11",NA,NA,NA,"13",NA,NA,"65",NA,"6","68","26",NA,"Warlords of Draenor","6.2.0"
"9225","Coilfang Needler","91",NA,"Binds when picked up","Ranged","Crossbow","83","126","3.00","34.98",NA,"19","26",NA,NA,NA,"29",NA,NA,"100",NA,"5","29","29",NA,"Warlords of Draenor","6.2.0"
"9226","Calming Spore Reed","91",NA,"Binds when picked up","Ranged","Wand","20","34","2.00","13.59",NA,NA,NA,NA,"116",NA,"13",NA,"11","90",NA,"7","99","49",NA,"Warlords of Draenor","6.2.0"
"9227","Coilfang Hammer of Renewal","91",NA,"Binds when picked up","One-Hand","Mace","30","40","2.60","13.63",NA,NA,"11",NA,"116",NA,"13",NA,NA,"90",NA,"6","34","79",NA,"Warlords of Draenor","6.2.0"
"9228","Nightmare Blade","71",NA,"Binds when picked up","One-Hand","Sword","53","89","2.60","27.38",NA,NA,NA,NA,NA,"7","13",NA,"4",NA,NA,"7","16","13",NA,"Legion","7.2.5"
"9229","Staff of Rampant Growth","71",NA,"Binds when picked up","Two-Hand","Staff","53","73","3.60","17.63",NA,NA,"10","16","267",NA,"29",NA,NA,NA,NA,"9","45","77",NA,"Legion","7.2.5"
"9230","Emerald Dragonfang","71",NA,"Binds when picked up","One-Hand","Dagger","36","62","1.80","27.49",NA,"8",NA,NA,NA,NA,"13",NA,NA,NA,NA,"7","5","11",NA,"Legion","7.2.5"
"9231","Polished Ironwood Crossbow","71",NA,"Binds when picked up","Ranged","Crossbow","84","127","3.00","35.26",NA,"19","10",NA,NA,"16","29",NA,NA,NA,NA,"9","28","87",NA,"Legion","7.2.5"
"9232","Hammer of Bestial Fury","71",NA,"Binds when picked up","One-Hand","Mace","62","80","2.60","27.36",NA,NA,NA,"7",NA,"4","13",NA,NA,NA,NA,"7","13","34",NA,"Legion","7.2.5"
"9233","Keleseth's Persuader","70",NA,"Quest Item","Two-Hand","Sword","71","120","3.60","26.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,"85",NA,NA,NA,"1",NA,"Legion","7.0.3"
"9234","Fang of the Mystics","70",NA,"Binds when picked up","One-Hand","Dagger","18","31","1.80","13.74",NA,NA,"4","7","54",NA,"13",NA,NA,NA,NA,"7","36","45",NA,"Legion","7.2.5"
"9235","Keleseth's Persuader","70",NA,"Quest Item","One-Hand","Sword","40","67","2.60","20.64",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75",NA,NA,NA,"1",NA,"Wrath of the Lich King","3.0.1"
"9236","Cold Snap","70",NA,"Binds when picked up","Ranged","Wand","20","34","2.00","13.63",NA,NA,"15","11","126",NA,"29",NA,NA,NA,NA,"9","23","93",NA,"Legion","7.2.5"
"9237","Typhoon","68",NA,"Binds when picked up","Two-Hand","Sword","94","158","3.60","35.10",NA,NA,NA,"15",NA,NA,"29","19","11",NA,NA,"8","97","52",NA,"Legion","7.2.5"
"9238","Amberseal Keeper","67",NA,"Binds when picked up","Two-Hand","Staff","53","73","3.60","17.59",NA,NA,"10",NA,"267","16","29",NA,NA,NA,NA,"8","96","18",NA,"Legion","7.2.5"
"9239","Eskhandar's Left Claw","66",NA,"Binds when picked up","One-Hand","Fist Weapon","58","83","2.60","27.18",NA,"8",NA,NA,NA,NA,"13",NA,NA,NA,NA,"6","71","40",NA,"Legion","7.2.5"
"9240","Empyrean Demolisher","66",NA,"Binds when picked up","One-Hand","Mace","61","80","2.60","27.28",NA,NA,NA,NA,NA,NA,"13",NA,NA,NA,NA,"6","68","80",NA,"Legion","7.2.5"
"9241","Verimonde's Last Resort","66",NA,"Binds when picked up","One-Hand","Dagger","15","26","1.80","11.63",NA,NA,NA,NA,"94",NA,"12",NA,NA,"65",NA,"5","9","71",NA,"Classic","1.11.1"
"9242","The Thunderwood Poker","65",NA,"Binds when picked up","One-Hand","Dagger","32","55","1.80","24.36",NA,"11",NA,NA,NA,NA,"5",NA,NA,"65",NA,"5","34","5",NA,"Classic","1.11.1"
"9243","Ravenholdt Slicer","65",NA,"Binds when picked up","One-Hand","Sword","47","79","2.60","24.28",NA,NA,NA,NA,NA,NA,"5",NA,NA,"90",NA,"5","35","98",NA,"Classic","1.11.1"
"9244","Fahrad's Reloading Repeater","65",NA,"Binds when picked up","Ranged","Crossbow","74","112","3.00","31.14",NA,"11","27",NA,NA,NA,NA,NA,NA,NA,NA,"6","26","41",NA,"Classic","1.11.1"
"9245","Doomulus Prime","65",NA,"Binds when picked up","Two-Hand","Mace","98","126","3.60","31.14",NA,NA,"9",NA,NA,NA,"19","19",NA,"100",NA,"6","28","82",NA,"Classic","1.11.1"
"9246","Simone's Cultivating Hammer","65",NA,"Binds when picked up","One-Hand","Mace","27","35","2.60","12.03",NA,NA,NA,NA,"94",NA,"8",NA,NA,"90",NA,"5","39","79",NA,"Classic","1.11.1"
"9247","Shivsprocket's Shiv","65",NA,"Binds when picked up","One-Hand","Dagger","16","27","1.80","12.04",NA,NA,NA,NA,"94",NA,"11",NA,NA,NA,NA,"5","37","91",NA,"Classic","1.11.1"
"9248","Shimmering Platinum Warhammer","63",NA,"Binds when picked up","Two-Hand","Mace","95","122","3.60","30.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100",NA,"6","54","45",NA,"Classic","1.11.1"
"9249","Bonecrusher","63",NA,"Binds when picked up","Two-Hand","Mace","95","122","3.60","30.17",NA,NA,"12",NA,NA,NA,NA,"27",NA,"100",NA,"6","33","46",NA,"Classic","1.11.1"
"9250","Recruit's Pummeler","62",NA,"Binds when picked up","One-Hand","Mace","45","59","2.60","20.18",NA,"6",NA,NA,NA,NA,"9",NA,NA,"75",NA,"4","42","21",NA,"Legion","7.0.3"
"9251","Gorewood Bow","62",NA,"Binds when picked up","Ranged","Bow","76","103","3.00","29.84",NA,"8",NA,NA,NA,NA,"25",NA,NA,"100",NA,"6","38","90",NA,"Classic","1.11.1"
"9252","Recruit's Pike","62",NA,"Binds when picked up","Two-Hand","Polearm","65","122","3.60","26.04",NA,"14",NA,NA,NA,NA,"21",NA,NA,"85",NA,"5","54","71",NA,"Legion","7.0.3"
"9253","Argent Avenger","62",NA,"Binds when picked up","One-Hand","Sword","45","75","2.60","23.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"90",NA,"4","95","91",NA,"Classic","1.11.1"
"9254","Recruit's Slicer","62",NA,"Binds when picked up","One-Hand","Sword","39","66","2.60","20.26",NA,NA,NA,NA,NA,NA,"9","6",NA,"75",NA,"4","43","73",NA,"Legion","7.0.3"
"9255","Recruit's Greatsword","62",NA,"Binds when picked up","Two-Hand","Sword","70","117","3.60","25.99",NA,NA,NA,NA,NA,NA,"21","14",NA,"85",NA,"5","46","95",NA,"Legion","7.0.3"
"9256","Argent Crusader","62",NA,"Binds when picked up","Two-Hand","Staff","45","62","3.60","14.95",NA,NA,NA,NA,"115",NA,"5",NA,"9","100",NA,"6","26","86",NA,"Classic","1.11.1"
"9257","Recruit's Battle Staff","62",NA,"Binds when picked up","Two-Hand","Staff","39","54","3.60","13.02",NA,NA,NA,NA,"92",NA,"21",NA,NA,"85",NA,"5","27","51",NA,"Legion","7.0.3"
